Id,Score
40647,3
40648,7
40649,1
40650,3
40651,4
40652,3
40653,4
40654,5
40655,5
40656,4
40657,4
40658,3
40659,4
40660,1
40661,5
40662,3
40663,7
40664,1
40665,4
40666,3
40667,3
40668,3
40669,4
40670,3
40671,4
40672,5
40673,3
40674,2
40675,2
40676,4
40677,3
40678,4
40679,2
40680,3
40681,2
40682,4
40683,3
40684,4
40685,2
40686,2
40687,4
40688,9
40689,1
40690,4
40691,5
40692,4
40693,4
40694,3
40695,4
40696,3
40697,1
40698,4
40699,3
40700,1
40701,2
40702,5
40703,4
40704,4
40705,4
40706,3
40707,3
40708,3
40709,1
40710,2
40711,2
40712,3
40713,4
40714,4
40715,5
40716,2
40717,1
40718,3
40719,3
40720,3
40721,4
40722,4
40723,3
40724,3
40725,3
40726,3
40727,2
40728,3
40729,3
40730,4
40731,4
40732,3
40733,5
40734,3
40735,4
40736,4
40737,3
40738,4
40739,3
40740,3
40741,4
40742,3
40743,3
40744,4
40745,3
40746,4
40747,4
40748,5
40749,4
40750,4
40751,4
40752,2
40753,4
40754,1
40755,5
40756,4
40757,5
40758,5
40759,2
40760,6
40761,2
40762,3
40763,4
40764,3
40765,4
40766,3
40767,4
40768,3
40769,5
40770,3
40771,4
40772,3
40773,2
40774,4
40775,1
40776,2
40777,4
40778,4
40779,3
40780,2
40781,2
40782,6
40783,3
40784,1
40785,4
40786,3
40787,4
40788,4
40789,1
40790,3
40791,3
40792,1
40793,3
40794,2
40795,1
40796,4
40797,3
40798,4
40799,3
40800,4
40801,2
40802,1
40803,3
40804,2
40805,7
40806,3
40807,4
40808,3
40809,5
40810,3
40811,2
40812,5
40813,2
40814,5
40815,2
40816,4
40817,3
40818,1
40819,1
40820,2
40821,3
40822,5
40823,4
40824,3
40825,2
40826,3
40827,4
40828,4
40829,5
40830,4
40831,4
40832,5
40833,1
40834,2
40835,6
40836,3
40837,4
40838,2
40839,2
40840,4
40841,6
40842,3
40843,3
40844,3
40845,7
40846,2
40847,4
40848,4
40849,4
40850,3
40851,4
40852,3
40853,2
40854,10
40855,2
40856,2
40857,3
40858,4
40859,2
40860,4
40861,5
40862,5
40863,3
40864,3
40865,4
40866,3
40867,3
40868,6
40869,5
40870,3
40871,4
40872,3
40873,4
40874,6
40875,2
40876,4
40877,4
40878,4
40879,4
40880,3
40881,4
40882,3
40883,3
40884,2
40885,4
40886,3
40887,2
40888,4
40889,4
40890,1
40891,6
40892,5
40893,3
40894,5
40895,2
40896,8
40897,2
40898,2
40899,6
40900,4
40901,3
40902,2
40903,2
40904,2
40905,5
40906,3
40907,4
40908,1
40909,3
40910,5
40911,3
40912,1
40913,3
40914,4
40915,3
40916,3
40917,2
40918,3
40919,7
40920,2
40921,2
40922,3
40923,5
40924,1
40925,5
40926,3
40927,3
40928,6
40929,5
40930,6
40931,3
40932,4
40933,3
40934,4
40935,3
40936,2
40937,4
40938,4
40939,4
40940,2
40941,4
40942,3
40943,3
40944,3
40945,3
40946,2
40947,3
40948,5
40949,4
40950,3
40951,3
40952,2
40953,4
40954,5
40955,4
40956,5
40957,5
40958,3
40959,3
40960,3
40961,4
40962,2
40963,1
40964,4
40965,3
40966,6
40967,6
40968,4
40969,4
40970,7
40971,5
40972,3
40973,3
40974,3
40975,1
40976,5
40977,2
40978,4
40979,4
40980,1
40981,3
40982,3
40983,3
40984,4
40985,2
40986,3
40987,2
40988,4
40989,3
40990,3
40991,4
40992,4
40993,3
40994,5
40995,3
40996,3
40997,4
40998,2
40999,2
41000,4
41001,3
41002,3
41003,3
41004,5
41005,4
41006,4
41007,5
41008,3
41009,4
41010,4
41011,6
41012,3
41013,4
41014,3
41015,3
41016,3
41017,2
41018,1
41019,3
41020,5
41021,4
41022,3
41023,4
41024,5
41025,4
41026,5
41027,6
41028,7
41029,3
41030,2
41031,4
41032,5
41033,4
41034,5
41035,4
41036,3
41037,4
41038,6
41039,6
41040,3
41041,3
41042,4
41043,2
41044,3
41045,2
41046,5
41047,6
41048,3
41049,3
41050,3
41051,3
41052,5
41053,3
41054,2
41055,3
41056,4
41057,3
41058,3
41059,5
41060,8
41061,4
41062,3
41063,2
41064,3
41065,2
41066,3
41067,7
41068,2
41069,1
41070,3
41071,3
41072,5
41073,7
41074,3
41075,6
41076,2
41077,4
41078,4
41079,6
41080,5
41081,1
41082,3
41083,4
41084,4
41085,6
41086,4
41087,1
41088,3
41089,5
41090,5
41091,4
41092,4
41093,3
41094,2
41095,2
41096,4
41097,3
41098,3
41099,2
41100,3
41101,6
41102,3
41103,2
41104,4
41105,4
41106,3
41107,2
41108,5
41109,3
41110,2
41111,2
41112,4
41113,2
41114,6
41115,4
41116,3
41117,3
41118,4
41119,2
41120,2
41121,2
41122,5
41123,7
41124,2
41125,4
41126,3
41127,2
41128,4
41129,2
41130,3
41131,4
41132,4
41133,3
41134,8
41135,3
41136,1
41137,6
41138,5
41139,3
41140,6
41141,2
41142,4
41143,9
41144,4
41145,2
41146,3
41147,3
41148,6
41149,3
41150,2
41151,1
41152,4
41153,4
41154,3
41155,3
41156,2
41157,5
41158,3
41159,4
41160,3
41161,2
41162,3
41163,3
41164,3
41165,4
41166,5
41167,4
41168,3
41169,2
41170,8
41171,2
41172,3
41173,3
41174,3
41175,4
41176,2
41177,4
41178,4
41179,4
41180,3
41181,4
41182,5
41183,4
41184,4
41185,1
41186,2
41187,5
41188,2
41189,2
41190,4
41191,3
41192,3
41193,5
41194,7
41195,3
41196,5
41197,4
41198,5
41199,2
41200,5
41201,3
41202,3
41203,4
41204,2
41205,2
41206,4
41207,7
41208,3
41209,3
41210,3
41211,2
41212,3
41213,2
41214,3
41215,3
41216,2
41217,4
41218,4
41219,3
41220,4
41221,4
41222,2
41223,3
41224,3
41225,2
41226,4
41227,2
41228,3
41229,3
41230,5
41231,3
41232,4
41233,3
41234,4
41235,3
41236,3
41237,2
41238,2
41239,2
41240,5
41241,3
41242,4
41243,5
41244,3
41245,4
41246,4
41247,1
41248,3
41249,4
41250,4
41251,3
41252,4
41253,2
41254,2
41255,6
41256,5
41257,4
41258,3
41259,3
41260,2
41261,4
41262,4
41263,3
41264,5
41265,2
41266,5
41267,1
41268,2
41269,3
41270,4
41271,4
41272,3
41273,3
41274,3
41275,2
41276,2
41277,4
41278,3
41279,2
41280,1
41281,4
41282,3
41283,5
41284,3
41285,5
41286,3
41287,3
41288,3
41289,3
41290,1
41291,5
41292,3
41293,2
41294,5
41295,5
41296,5
41297,5
41298,5
41299,6
41300,2
41301,6
41302,2
41303,3
41304,3
41305,5
41306,3
41307,4
41308,2
41309,3
41310,4
41311,2
41312,3
41313,4
41314,3
41315,5
41316,2
41317,3
41318,2
41319,3
41320,3
41321,12
41322,5
41323,7
41324,2
41325,3
41326,7
41327,3
41328,4
41329,4
41330,1
41331,4
41332,11
41333,5
41334,2
41335,6
41336,3
41337,3
41338,3
41339,2
41340,4
41341,5
41342,2
41343,2
41344,4
41345,5
41346,3
41347,5
41348,2
41349,3
41350,2
41351,3
41352,4
41353,3
41354,3
41355,4
41356,5
41357,2
41358,3
41359,3
41360,4
41361,5
41362,3
41363,4
41364,3
41365,2
41366,3
41367,3
41368,5
41369,4
41370,2
41371,2
41372,4
41373,4
41374,5
41375,3
41376,4
41377,3
41378,7
41379,4
41380,2
41381,5
41382,7
41383,5
41384,3
41385,2
41386,4
41387,3
41388,6
41389,4
41390,4
41391,4
41392,3
41393,5
41394,5
41395,2
41396,1
41397,4
41398,3
41399,2
41400,3
41401,3
41402,3
41403,4
41404,7
41405,3
41406,4
41407,2
41408,5
41409,2
41410,5
41411,4
41412,3
41413,2
41414,5
41415,4
41416,4
41417,3
41418,5
41419,2
41420,3
41421,6
41422,3
41423,4
41424,2
41425,2
41426,5
41427,1
41428,2
41429,4
41430,2
41431,2
41432,1
41433,4
41434,5
41435,3
41436,4
41437,3
41438,3
41439,5
41440,9
41441,3
41442,2
41443,3
41444,4
41445,3
41446,4
41447,3
41448,4
41449,5
41450,5
41451,2
41452,2
41453,5
41454,2
41455,3
41456,4
41457,2
41458,4
41459,4
41460,6
41461,2
41462,3
41463,4
41464,4
41465,3
41466,4
41467,4
41468,4
41469,2
41470,2
41471,6
41472,4
41473,3
41474,3
41475,5
41476,3
41477,3
41478,3
41479,8
41480,4
41481,3
41482,2
41483,3
41484,3
41485,4
41486,2
41487,4
41488,2
41489,2
41490,8
41491,2
41492,2
41493,3
41494,3
41495,3
41496,3
41497,5
41498,3
41499,3
41500,3
41501,4
41502,5
41503,3
41504,3
41505,4
41506,4
41507,3
41508,6
41509,8
41510,2
41511,2
41512,3
41513,2
41514,5
41515,3
41516,6
41517,4
41518,3
41519,4
41520,2
41521,5
41522,3
41523,7
41524,3
41525,3
41526,4
41527,3
41528,3
41529,7
41530,1
41531,9
41532,3
41533,4
41534,9
41535,3
41536,6
41537,4
41538,4
41539,2
41540,3
41541,5
41542,1
41543,2
41544,3
41545,4
41546,3
41547,4
41548,3
41549,5
41550,3
41551,3
41552,5
41553,4
41554,4
41555,3
41556,2
41557,3
41558,2
41559,2
41560,3
41561,4
41562,4
41563,2
41564,3
41565,3
41566,3
41567,3
41568,4
41569,3
41570,4
41571,1
41572,3
41573,6
41574,2
41575,5
41576,5
41577,4
41578,4
41579,8
41580,3
41581,4
41582,3
41583,2
41584,3
41585,3
41586,1
41587,3
41588,2
41589,5
41590,4
41591,3
41592,4
41593,3
41594,2
41595,2
41596,5
41597,3
41598,4
41599,4
41600,5
41601,4
41602,5
41603,2
41604,2
41605,3
41606,3
41607,4
41608,3
41609,6
41610,3
41611,2
41612,5
41613,2
41614,6
41615,3
41616,10
41617,4
41618,2
41619,3
41620,4
41621,2
41622,3
41623,3
41624,5
41625,1
41626,3
41627,3
41628,4
41629,5
41630,3
41631,3
41632,10
41633,2
41634,2
41635,4
41636,3
41637,4
41638,3
41639,3
41640,3
41641,3
41642,4
41643,1
41644,3
41645,3
41646,3
41647,3
41648,5
41649,5
41650,5
41651,4
41652,3
41653,3
41654,6
41655,5
41656,2
41657,2
41658,3
41659,3
41660,5
41661,4
41662,4
41663,2
41664,2
41665,7
41666,5
41667,2
41668,6
41669,4
41670,3
41671,3
41672,4
41673,4
41674,4
41675,4
41676,5
41677,3
41678,4
41679,2
41680,4
41681,3
41682,5
41683,5
41684,4
41685,1
41686,5
41687,3
41688,3
41689,4
41690,4
41691,2
41692,2
41693,2
41694,4
41695,3
41696,1
41697,2
41698,2
41699,3
41700,4
41701,5
41702,3
41703,3
41704,2
41705,3
41706,3
41707,2
41708,5
41709,4
41710,4
41711,4
41712,2
41713,4
41714,3
41715,3
41716,4
41717,3
41718,4
41719,4
41720,5
41721,4
41722,3
41723,2
41724,4
41725,2
41726,3
41727,4
41728,2
41729,6
41730,2
41731,2
41732,12
41733,3
41734,3
41735,3
41736,1
41737,2
41738,4
41739,5
41740,2
41741,3
41742,7
41743,4
41744,7
41745,5
41746,3
41747,4
41748,5
41749,5
41750,4
41751,2
41752,3
41753,4
41754,3
41755,6
41756,3
41757,6
41758,2
41759,2
41760,4
41761,4
41762,3
41763,3
41764,9
41765,4
41766,4
41767,4
41768,3
41769,3
41770,4
41771,3
41772,3
41773,3
41774,3
41775,3
41776,4
41777,4
41778,4
41779,4
41780,2
41781,3
41782,2
41783,2
41784,3
41785,2
41786,3
41787,5
41788,3
41789,5
41790,2
41791,4
41792,2
41793,6
41794,3
41795,4
41796,1
41797,4
41798,9
41799,3
41800,3
41801,5
41802,4
41803,7
41804,4
41805,2
41806,3
41807,3
41808,1
41809,2
41810,2
41811,2
41812,5
41813,3
41814,4
41815,3
41816,3
41817,5
41818,3
41819,5
41820,4
41821,3
41822,3
41823,3
41824,3
41825,2
41826,4
41827,4
41828,3
41829,3
41830,3
41831,3
41832,4
41833,1
41834,2
41835,3
41836,8
41837,4
41838,5
41839,6
41840,5
41841,3
41842,3
41843,5
41844,3
41845,4
41846,4
41847,4
41848,4
41849,1
41850,5
41851,3
41852,4
41853,5
41854,2
41855,3
41856,2
41857,4
41858,3
41859,5
41860,2
41861,5
41862,3
41863,2
41864,3
41865,4
41866,3
41867,3
41868,3
41869,4
41870,4
41871,1
41872,5
41873,2
41874,3
41875,5
41876,2
41877,1
41878,4
41879,2
41880,4
41881,4
41882,3
41883,4
41884,3
41885,3
41886,3
41887,4
41888,3
41889,2
41890,3
41891,4
41892,3
41893,3
41894,4
41895,4
41896,3
41897,4
41898,2
41899,3
41900,4
41901,2
41902,5
41903,3
41904,2
41905,2
41906,4
41907,5
41908,1
41909,2
41910,4
41911,3
41912,3
41913,3
41914,5
41915,3
41916,5
41917,3
41918,5
41919,4
41920,4
41921,4
41922,6
41923,1
41924,4
41925,4
41926,3
41927,5
41928,8
41929,9
41930,4
41931,2
41932,4
41933,3
41934,2
41935,2
41936,3
41937,3
41938,4
41939,3
41940,5
41941,4
41942,4
41943,3
41944,5
41945,3
41946,3
41947,2
41948,2
41949,2
41950,2
41951,5
41952,9
41953,2
41954,2
41955,9
41956,3
41957,4
41958,3
41959,2
41960,2
41961,3
41962,5
41963,1
41964,4
41965,3
41966,3
41967,4
41968,3
41969,4
41970,3
41971,4
41972,3
41973,4
41974,2
41975,3
41976,3
41977,4
41978,5
41979,4
41980,4
41981,3
41982,2
41983,4
41984,3
41985,3
41986,4
41987,5
41988,1
41989,5
41990,3
41991,6
41992,6
41993,4
41994,5
41995,4
41996,5
41997,4
41998,3
41999,5
42000,6
42001,4
42002,5
42003,5
42004,3
42005,7
42006,5
42007,11
42008,3
42009,6
42010,4
42011,7
42012,4
42013,4
42014,4
42015,4
42016,2
42017,2
42018,2
42019,4
42020,4
42021,5
42022,4
42023,5
42024,5
42025,5
42026,2
42027,2
42028,2
42029,3
42030,3
42031,3
42032,4
42033,3
42034,5
42035,5
42036,4
42037,4
42038,4
42039,3
42040,3
42041,3
42042,5
42043,9
42044,3
42045,3
42046,2
42047,3
42048,4
42049,4
42050,3
42051,1
42052,6
42053,3
42054,2
42055,2
42056,2
42057,4
42058,3
42059,3
42060,3
42061,4
42062,7
42063,2
42064,3
42065,3
42066,4
42067,7
42068,3
42069,2
42070,2
42071,2
42072,3
42073,4
42074,3
42075,3
42076,4
42077,3
42078,4
42079,3
42080,2
42081,5
42082,4
42083,3
42084,5
42085,2
42086,5
42087,7
42088,4
42089,7
42090,4
42091,3
42092,2
42093,3
42094,4
42095,4
42096,3
42097,5
42098,3
42099,4
42100,1
42101,3
42102,4
42103,7
42104,1
42105,2
42106,3
42107,2
42108,3
42109,3
42110,4
42111,4
42112,4
42113,5
42114,4
42115,4
42116,2
42117,3
42118,9
42119,1
42120,3
42121,3
42122,1
42123,4
42124,2
42125,5
42126,5
42127,2
42128,3
42129,3
42130,2
42131,4
42132,3
42133,1
42134,4
42135,3
42136,7
42137,3
42138,2
42139,2
42140,1
42141,3
42142,4
42143,3
42144,4
42145,1
42146,4
42147,2
42148,3
42149,4
42150,4
42151,2
42152,3
42153,3
42154,3
42155,3
42156,6
42157,3
42158,4
42159,4
42160,2
42161,2
42162,5
42163,2
42164,3
42165,3
42166,2
42167,3
42168,6
42169,3
42170,5
42171,3
42172,2
42173,3
42174,4
42175,3
42176,2
42177,3
42178,2
42179,3
42180,5
42181,2
42182,2
42183,4
42184,3
42185,2
42186,2
42187,3
42188,2
42189,4
42190,3
42191,4
42192,3
42193,2
42194,3
42195,2
42196,3
42197,4
42198,5
42199,3
42200,5
42201,3
42202,2
42203,5
42204,3
42205,3
42206,2
42207,5
42208,3
42209,3
42210,3
42211,4
42212,4
42213,2
42214,3
42215,2
42216,3
42217,2
42218,5
42219,4
42220,4
42221,3
42222,4
42223,3
42224,6
42225,4
42226,5
42227,4
42228,6
42229,3
42230,3
42231,5
42232,2
42233,4
42234,3
42235,1
42236,1
42237,5
42238,4
42239,3
42240,4
42241,4
42242,3
42243,3
42244,3
42245,4
42246,3
42247,1
42248,2
42249,2
42250,2
42251,5
42252,2
42253,4
42254,2
42255,3
42256,4
42257,2
42258,4
42259,4
42260,4
42261,3
42262,3
42263,3
42264,4
42265,1
42266,3
42267,3
42268,3
42269,5
42270,3
42271,3
42272,4
42273,2
42274,3
42275,3
42276,3
42277,2
42278,2
42279,3
42280,3
42281,3
42282,3
42283,4
42284,10
42285,3
42286,4
42287,2
42288,5
42289,4
42290,3
42291,1
42292,4
42293,5
42294,5
42295,3
42296,3
42297,5
42298,4
42299,5
42300,2
42301,3
42302,6
42303,3
42304,5
42305,7
42306,3
42307,4
42308,4
42309,3
42310,2
42311,2
42312,3
42313,3
42314,4
42315,4
42316,6
42317,3
42318,3
42319,4
42320,4
42321,4
42322,3
42323,8
42324,5
42325,2
42326,4
42327,3
42328,9
42329,4
42330,2
42331,3
42332,3
42333,2
42334,2
42335,5
42336,3
42337,2
42338,4
42339,2
42340,3
42341,3
42342,5
42343,5
42344,3
42345,2
42346,6
42347,3
42348,3
42349,4
42350,2
42351,4
42352,2
42353,4
42354,3
42355,2
42356,5
42357,2
42358,3
42359,4
42360,3
42361,4
42362,3
42363,4
42364,2
42365,2
42366,3
42367,2
42368,2
42369,5
42370,4
42371,4
42372,3
42373,4
42374,2
42375,5
42376,2
42377,2
42378,2
42379,9
42380,2
42381,2
42382,3
42383,3
42384,4
42385,3
42386,4
42387,1
42388,5
42389,3
42390,4
42391,4
42392,3
42393,6
42394,5
42395,3
42396,3
42397,4
42398,9
42399,3
42400,2
42401,3
42402,2
42403,2
42404,2
42405,3
42406,2
42407,3
42408,4
42409,3
42410,2
42411,2
42412,3
42413,5
42414,3
42415,3
42416,3
42417,3
42418,6
42419,3
42420,5
42421,2
42422,2
42423,2
42424,5
42425,4
42426,3
42427,4
42428,2
42429,5
42430,3
42431,4
42432,3
42433,3
42434,1
42435,4
42436,2
42437,2
42438,3
42439,1
42440,2
42441,2
42442,4
42443,2
42444,4
42445,4
42446,3
42447,5
42448,2
42449,3
42450,2
42451,2
42452,3
42453,4
42454,4
42455,3
42456,2
42457,3
42458,5
42459,2
42460,7
42461,8
42462,4
42463,3
42464,4
42465,2
42466,2
42467,3
42468,5
42469,2
42470,5
42471,3
42472,4
42473,3
42474,2
42475,4
42476,5
42477,2
42478,7
42479,4
42480,1
42481,4
42482,3
42483,3
42484,3
42485,2
42486,4
42487,8
42488,3
42489,2
42490,8
42491,3
42492,4
42493,4
42494,5
42495,6
42496,3
42497,2
42498,4
42499,3
42500,2
42501,3
42502,5
42503,6
42504,5
42505,2
42506,2
42507,4
42508,4
42509,8
42510,3
42511,3
42512,3
42513,3
42514,3
42515,1
42516,5
42517,3
42518,4
42519,2
42520,3
42521,2
42522,4
42523,5
42524,4
42525,7
42526,5
42527,5
42528,4
42529,2
42530,4
42531,3
42532,5
42533,3
42534,4
42535,4
42536,2
42537,2
42538,5
42539,4
42540,6
42541,3
42542,6
42543,5
42544,3
42545,2
42546,4
42547,3
42548,3
42549,3
42550,5
42551,2
42552,4
42553,2
42554,4
42555,2
42556,4
42557,3
42558,9
42559,2
42560,2
42561,3
42562,4
42563,1
42564,3
42565,2
42566,3
42567,4
42568,3
42569,3
42570,2
42571,3
42572,4
42573,4
42574,7
42575,3
42576,3
42577,3
42578,5
42579,4
42580,1
42581,3
42582,4
42583,3
42584,2
42585,2
42586,1
42587,1
42588,5
42589,3
42590,5
42591,4
42592,4
42593,3
42594,4
42595,4
42596,3
42597,3
42598,2
42599,3
42600,4
42601,5
42602,3
42603,3
42604,1
42605,3
42606,4
42607,4
42608,2
42609,4
42610,2
42611,3
42612,3
42613,3
42614,3
42615,5
42616,3
42617,5
42618,2
42619,2
42620,2
42621,3
42622,3
42623,6
42624,3
42625,7
42626,4
42627,2
42628,3
42629,4
42630,5
42631,3
42632,2
42633,3
42634,5
42635,5
42636,2
42637,4
42638,4
42639,4
42640,2
42641,3
42642,4
42643,2
42644,3
42645,1
42646,6
42647,4
42648,4
42649,4
42650,3
42651,3
42652,3
42653,1
42654,3
42655,4
42656,3
42657,3
42658,2
42659,5
42660,2
42661,4
42662,2
42663,2
42664,4
42665,3
42666,6
42667,6
42668,4
42669,2
42670,2
42671,4
42672,4
42673,3
42674,7
42675,4
42676,3
42677,4
42678,3
42679,4
42680,5
42681,2
42682,4
42683,3
42684,3
42685,1
42686,4
42687,2
42688,5
42689,6
42690,3
42691,3
42692,6
42693,7
42694,4
42695,6
42696,6
42697,2
42698,4
42699,2
42700,4
42701,3
42702,4
42703,3
42704,4
42705,3
42706,3
42707,4
42708,3
42709,4
42710,4
42711,5
42712,3
42713,5
42714,4
42715,5
42716,5
42717,2
42718,4
42719,4
42720,3
42721,4
42722,2
42723,6
42724,5
42725,4
42726,3
42727,3
42728,3
42729,2
42730,3
42731,1
42732,3
42733,2
42734,3
42735,3
42736,4
42737,4
42738,5
42739,4
42740,5
42741,3
42742,3
42743,7
42744,4
42745,6
42746,3
42747,2
42748,2
42749,4
42750,3
42751,3
42752,5
42753,3
42754,2
42755,3
42756,3
42757,3
42758,2
42759,3
42760,3
42761,0
42762,5
42763,3
42764,2
42765,6
42766,3
42767,2
42768,3
42769,4
42770,3
42771,5
42772,3
42773,4
42774,5
42775,2
42776,2
42777,2
42778,1
42779,3
42780,3
42781,2
42782,3
42783,4
42784,3
42785,3
42786,4
42787,3
42788,3
42789,3
42790,2
42791,3
42792,3
42793,5
42794,3
42795,6
42796,3
42797,2
